Lectin Name,Short Names,UniProt ID,PDB IDs,LfDB IDs,Monosaccharide Specificities,Species,Taxonomy ID,MCAW IDs
Latrophilin Cirl,,B4LNA8,,,,Drosophila virilis,7244,
Latrophilin Cirl,,B3MFV7,,,,Drosophila ananassae,7217,
Latrophilin Cirl,,B4P3A0,,,,Drosophila yakuba,7245,
Latrophilin Cirl,,B4GD14,,,,Drosophila persimilis,7234,
Latrophilin Cirl,,B4HS00,,,,Drosophila sechellia,7238,
Latrophilin Cirl,,B4KMZ1,,,,Drosophila mojavensis,7230,
Latrophilin Cirl,,B3N8M1,,,,Drosophila erecta,7220,
Latrophilin-like protein 1,,G5EDW2,,,,Caenorhabditis elegans,6239,
Latrophilin-like protein LAT-2,,G5ECX0,,,,Caenorhabditis elegans,6239,
Layilin,,Q6UX15,,,,Homo sapiens,9606,
Layilin,,Q8C351,"[""2K00""]",,,Mus musculus,10090,
Layilin,,Q9Z209,,,,Cricetulus griseus,10029,
Lectin,,P16349,,,,Lathyrus sphaericus,3861,
Lectin,,P42088,"[""2FMD""]",,,Leucomphalos mildbraedii,28956,
Lectin,,B4EH86,"[""2WQ4"",""2XR4"",""6TID"",""6TIG"",""6ZZW"",""7BFY""]",,,Burkholderia cenocepacia (strain ATCC BAA-245 / DSM 16553 / LMG 16656 / NCTC 13227 / J2315 / CF5610),216591,
Lectin,,C0HK27,"[""6CJ9""]",,,Dioclea lasiophylla,1457464,
Lectin,"[""BanLec""]",Q8L5H4,"[""1X1V"",""3MIT"",""3MIU"",""3MIV""]","[""LfDB0149""]","[""Glc"",""Man""]",Musa acuminata,4641,
Lectin,,C0HK81,"[""5TG3""]",,,Dioclea reflexa,1048258,
Lectin,,Q02988,,,,Pleurodeles waltl,8319,
Lectin,,P83410,"[""1GZ9"",""1GZC""]",,,Erythrina crista-galli,49817,
Lectin,,G1EUI6,"[""3ZVX"",""3ZYR"",""5U38""]",,,Platypodium elegans,115002,
Lectin,"[""LCA"",""LcH""]",P02870,"[""1LEM"",""1LEN"",""1LES"",""2LAL""]","[""LfDB0171""]","[""Glc"",""Man""]",Lens culinaris,3864,
Lectin,,P0DSP5,,,,Coccinia grandis,387127,
Lectin,,K4DIE9,"[""4H3O""]",,,Allium sativum,4682,
Lectin,,P02867,"[""1BQP"",""1HKD"",""1OFS"",""1RIN"",""2BQP"",""2LTN"",""5T7P""]",,,Pisum sativum,3888,
Lectin,,P16300,,,,Phaseolus lunatus,3884,
Lectin,,C0STD7,"[""3OBL""]",,,Planktothrix agardhii,1160,
Lectin,,P86993,"[""5T50"",""5T52"",""5T54"",""5T55"",""5T5J"",""5T5L"",""5T5O"",""5T5P""]",,,Bauhinia forficata,413686,
Lectin,,Q0JF21,,,,Oryza sativa subsp. japonica,39947,
Lectin,,P84849,,,,Vachellia farnesiana,72368,
Lectin,,C0HJV2,,,,Luffa acutangula,56866,
Lectin,"[""BPA"",""BPL""]",P16030,,"[""LfDB0173""]","[""Gal""]",Bauhinia purpurea,3806,
Lectin,"[""ECorL""]",P16404,"[""1AX0"",""1AX1"",""1AX2"",""1AXY"",""1AXZ"",""1FYU"",""1LTE"",""1SFY"",""3N35"",""3N36"",""3N3H""]","[""LfDB0198""]","[""Gal"",""GalNAc""]",Erythrina corallodendron,3843,
Lectin,,I1SB09,"[""3AX4""]",,,Dioclea violacea,192415,
Lectin,,P16108,"[""1BYF"",""1TLG""]",,,Polyandrocarpa misakiensis,7723,
Lectin,,Q6T6H8,,,,Ulva pertusa,3120,
Lectin,"[""SBA""]",P05046,"[""1G9F"",""1SBD"",""1SBE"",""1SBF"",""2SBA"",""4D69""]","[""LfDB0166""]","[""GalNAc""]",Glycine max,3847,
Lectin,,Q01MB6,,,,Oryza sativa subsp. indica,39946,
Lectin,,B4EH87,"[""2VNV"",""2WR9"",""2WRA""]",,,Burkholderia cenocepacia (strain ATCC BAA-245 / DSM 16553 / LMG 16656 / NCTC 13227 / J2315 / CF5610),216591,
Lectin (Fragment),,C0HJM8,,,,Allium cepa,4679,
Lectin (Fragment),,P86922,,,,Ganoderma lucidum,5315,
Lectin (Fragment),,P16351,,,,Crotalaria pallida,3830,
Lectin (Fragment),,P33888,,,,Euphorbia characias,3991,
Lectin (Fragment),,P16352,,,,Crotalaria juncea,3829,
Lectin (Fragment),"[""ECA"",""ECL""]",Q6YD91,"[""1UZY"",""1UZZ"",""1V00"",""6AQ5"",""6AQ6""]","[""LfDB0175""]","[""Gal"",""GalNAc""]",Erythrina crista-galli,49817,
Lectin (PhoSL),,A0A384E107,"[""5XZK"",""6A86"",""6A87""]",,,Pholiota squarrosa,75321,
Lectin 1,"[""Heltuba""]",Q9ZQY5,"[""1C3K"",""1C3M"",""1C3N""]","[""LfDB0158""]","[""Glc"",""Man""]",Helianthus tuberosus,4233,
Lectin 1,,P23558,,,,Laburnum alpinum,3852,
Lectin 1,,Q7M3Y0,,,,Stichopus japonicus,307972,
Lectin 10,,A9YWS7,,,,Medicago truncatula,3880,
Lectin 11,,A0A396GS61,,,,Medicago truncatula,3880,
Lectin 2,,H6CS64,"[""4TQJ"",""4TQK"",""4TQM""]",,,Agrocybe aegerita,5400,
Lectin 29 kDa subunit (Fragment),,P83955,,,,Vigna unguiculata subsp. sesquipedalis,138955,
Lectin 31 kDa subunit (Fragment),,P83956,,,,Vigna unguiculata subsp. sesquipedalis,138955,
Lectin 5,,A0A396HQY2,,,,Medicago truncatula,3880,
Lectin 6,,A9YWS4,,,,Medicago truncatula,3880,
Lectin 7,,G7LII0,,,,Medicago truncatula,3880,
Lectin 8,,Q2PP75,,,,Medicago truncatula,3880,
Lectin 9,,Q2PP74,,,,Medicago truncatula,3880,
Lectin A,,Q7N561,"[""5ODU"",""5OFI"",""5OFX"",""5OFZ""]",,,Photorhabdus laumondii subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01),243265,
Lectin Alpha chain,,H2L2M6,"[""3USU"",""4M3C""]",,,Butea monosperma,56060,
Lectin B4 (Fragments),,P56625,"[""1N47""]",,,Vicia villosa,3911,
Lectin BRA-2,"[""BRA2""]",P17346,,"[""LfDB0247""]","[""Gal"",""Man""]",Megabalanus rosa,6680,
Lectin BRA-3,"[""BRA3""]",P07439,,"[""LfDB0248""]","[""Gal"",""Man""]",Megabalanus rosa,6680,
"Lectin CEL-I, N-acetyl-D-galactosamine-specific C-type",,Q7M462,"[""1WMY"",""1WMZ"",""4WQQ""]",,,Cucumaria echinata,40245,
"Lectin CEL-IV, C-type","[""CEL-IV""]",Q7M4F9,"[""3ALS"",""3ALT"",""3ALU""]","[""LfDB0144""]","[""Gal"",""GalNAc""]",Cucumaria echinata,40245,
Lectin CPL,,J9PBR3,"[""3U4X""]",,,Bionia pedicellata,232302,
Lectin CaBo (Fragment),,P58906,"[""5U3E""]",,,Canavalia bonariensis,192414,
Lectin ConGF,,A0A067XG71,"[""4L8Q""]",,,Canavalia grandiflora,232301,
Lectin DB58,,P19588,"[""1G7Y"",""1LUL""]",,,Vigna unguiculata subsp. cylindrica,3840,
Lectin II (Fragment),,Q9FVF8,"[""1DZQ"",""1QOO"",""1QOS"",""1QOT""]",,,Ulex europaeus,3902,
Lectin L6,,P82151,,,,Tachypleus tridentatus,6853,
Lectin MVL,,Q9RHG4,"[""1ZHQ"",""1ZHS""]",,,Microcystis viridis,44822,
Lectin OAA,,P84330,"[""2MWH"",""3S5V"",""3S5X"",""3S60""]",,,Planktothrix agardhii,1160,
Lectin PVL (Fragment),,Q309D1,"[""2BWM"",""2BWR"",""2C25"",""2C4D"",""4UP4""]",,,Lacrymaria velutina,71681,
Lectin SCAfet (Fragment),,Q9ZP48,"[""1DLP""]",,,Hyacinthoides hispanica,81759,
Lectin SCAman (Fragment),,Q9ZP49,"[""1B2P""]",,,Hyacinthoides hispanica,81759,
Lectin alpha chain,,P81517,"[""2D3P"",""2D3R""]",,,Cratylia argentea,83131,
Lectin alpha chain,,P86624,"[""3SH3""]",,,Dioclea wilsonii,763456,
Lectin alpha chain,,P58908,"[""2ZBJ""]",,,Dioclea rostrata,192416,
Lectin alpha chain,,B3EWJ2,"[""4NOT""]",,,Dioclea sclerocarpa,1176036,
Lectin alpha chain,,P07441,,,,Lathyrus aphaca,3854,
Lectin alpha chain,,P07444,,,,Lathyrus tingitanus,3862,
Lectin alpha chain,,P07442,,,,Lathyrus clymenum,3855,
Lectin alpha chain,,P81637,"[""1H9P"",""1H9W"",""2JDZ"",""2JE7""]",,,Dioclea guianensis,99571,
Lectin alpha chain,,P58907,"[""3RRD"",""3RS6"",""5UUY""]",,,Dioclea virgata,167618,
Lectin alpha chain,,B3EWQ9,"[""3UJO"",""3UJQ"",""3UK9"",""3UL2""]",,,Lablab purpureus,35936,
Lectin alpha chain,,A0A023GPI8,"[""4K1Y"",""4K1Z"",""4K20"",""4K21""]",,,Canavalia boliviana,232300,
Lectin alpha chain,,P08902,"[""1DGL"",""1VLN"",""2GDF"",""2JE9"",""2JEC"",""4Z8B""]",,,Dioclea grandiflora,3837,
Lectin alpha chain,,P02869,,,,Lathyrus odoratus,3859,
Lectin alpha chain (Fragments),,P58909,,,,Dioclea violacea,192415,
Lectin alpha-1 chain,,P07440,,,,Lathyrus cicera,3856,
Lectin alpha-1 chain,,P07443,,,,Lathyrus hirsutus,3857,
Lectin beta-1 and beta-2 chains,,P04122,"[""1LGB"",""1LGC"",""1LOA"",""1LOB"",""1LOC"",""1LOD"",""1LOE"",""1LOF"",""1LOG""]",,,Lathyrus ochrus,3858,
Lectin subunit alpha,,P05047,,,,Sarcophaga peregrina,7386,
Lectin-1,,P84870,,,,Hypnea cervicornis,387623,
Lectin-1,,P84871,,,,Hypnea musciformis,31429,
Lectin-1,,P28586,,,,Axinella polypoides,12959,
Lectin-2 (Fragment),,P28587,,,,Axinella polypoides,12959,
Lectin-3 (Fragment),,P28588,,,,Axinella polypoides,12959,
Lectin-4,,P24146,"[""1GSL"",""1LEC"",""1LED""]",,,Griffonia simplicifolia,3850,
Lectin-A (Fragments),,P84282,,,,Phytolacca americana,3527,
Lectin-B,,Q9AVB0,,,,Phytolacca americana,3527,
Lectin-C,,Q9AYP9,"[""1ULK""]",,,Phytolacca americana,3527,
Lectin-D2,,P83790,"[""1UHA"",""1ULM"",""1ULN""]",,,Phytolacca americana,3527,
Lectin-domain containing receptor kinase VI.3,,Q9M020,,,,Arabidopsis thaliana,3702,
Lectin-domain containing receptor kinase VI.4,,Q66GN2,,,,Arabidopsis thaliana,3702,
Lectin-like protein,,Q9LZF5,,,,Arabidopsis thaliana,3702,
Lectin-like protein At1g53060,,Q9LNN1,,,,Arabidopsis thaliana,3702,
Lectin-like protein At1g53070,,Q9LNN2,,,,Arabidopsis thaliana,3702,
Lectin-like protein At1g53080,,Q9LNN3,,,,Arabidopsis thaliana,3702,
Lectin-like protein At3g16530,,Q9LK72,,,,Arabidopsis thaliana,3702,
Lectin-like protein BA14k,,P0C8N0,,,,Brucella abortus biovar 1 (strain 9-941),262698,
Lectin-like protein BA14k,,B2SAT5,,,,Brucella abortus (strain S19),430066,
Lectin-like protein BA14k,,A6X5T5,,,,Brucella anthropi (strain ATCC 49188 / DSM 6882 / CCUG 24695 / JCM 21032 / LMG 3331 / NBRC 15819 / NCTC 12168 / Alc 37),439375,
Lectin-like protein BA14k,,A9MC22,,,,Brucella canis (strain ATCC 23365 / NCTC 10854),483179,
Lectin-like protein BA14k,,A5VV34,,,,Brucella ovis (strain ATCC 25840 / 63/290 / NCTC 10512),444178,
Lectin-like protein BA14k,,Q2YKY9,,,,Brucella abortus (strain 2308),359391,
Lectin-like protein BA14k,,Q8FVU0,,,,Brucella suis biovar 1 (strain 1330),204722,
Lectin-like protein BA14k,,A9WZ33,,,,Brucella suis (strain ATCC 23445 / NCTC 10510),470137,
Lectin-like protein BA14k,,Q7CNS4,,,,Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094),224914,
Lectin-like protein EP153R,,O89335,,,,African swine fever virus (isolate Tick/South Africa/Pretoriuskop Pr4/1996),561443,
Lectin-like protein EP153R,,P0CA63,,,,African swine fever virus (isolate Pig/Kenya/KEN-50/1950),561445,
Lectin-like protein EP153R,,Q65150,,,,African swine fever virus (strain Badajoz 1971 Vero-adapted),10498,
Lectin-like protein EP153R,,P0CA65,,,,African swine fever virus (isolate Warthog/Namibia/Wart80/1980),561444,
Lectin-like protein LEC,,Q9LJR2,,,,Arabidopsis thaliana,3702,
Lectin-related protein (Fragment),,Q39527,,,,Cladrastis kentukea,38412,
Lectin/endochitinase 1,,P11218,"[""1EN2"",""1ENM"",""1IQB""]",,,Urtica dioica,3501,
Leucoagglutinating phytohemagglutinin,,P15231,,,,Phaseolus vulgaris,3885,
Leucoagglutinating phytohemagglutinin,,P05087,"[""1FAT"",""1G8W""]",,,Phaseolus vulgaris,3885,
Limulin (Fragment),,P02744,,,,Limulus polyphemus,6850,
Limulus clotting factor C,,Q26422,,,,Carcinoscorpius rotundicauda,6848,
Low affinity immunoglobulin epsilon Fc receptor,,P06734,"[""1T8C"",""1T8D"",""2H2R"",""2H2T"",""4EZM"",""4G96"",""4G9A"",""4GI0"",""4GJ0"",""4GJX"",""4GK1"",""4GKO"",""4J6J"",""4J6K"",""4J6L"",""4J6M"",""4J6N"",""4J6P"",""4J6Q"",""4KI1"",""5LGK"",""6Y0L"",""6Y0M""]",,,Homo sapiens,9606,
Low affinity immunoglobulin epsilon Fc receptor,,P20693,,,,Mus musculus,10090,
Lymphocyte antigen 75,,Q60767,,,,Mus musculus,10090,
Lymphocyte antigen 75,,Q920P9,,,,Mesocricetus auratus,10036,
Lymphocyte antigen 75,,O60449,"[""7JPT"",""7JPU""]",,,Homo sapiens,9606,
LysM domain-containing protein,,G4N991,"[""2L9Y"",""5C8O"",""5C8P"",""5C8Q""]",,,Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958),242507,
Lysosomal acid alpha-glucosidase,,O00906,,,,Tetrahymena pyriformis,5908,
Lysosomal alpha-glucosidase,,Q6P7A9,,,,Rattus norvegicus,10116,
Lysosomal alpha-glucosidase,,Q9MYM4,,,,Bos taurus,9913,
Lysosomal alpha-glucosidase,,Q5R7A9,,,,Pongo abelii,9601,
Lysosomal alpha-glucosidase,,P70699,,,,Mus musculus,10090,
Lysosomal alpha-glucosidase,,P10253,"[""5KZW"",""5KZX"",""5NN3"",""5NN4"",""5NN5"",""5NN6"",""5NN8""]",,,Homo sapiens,9606,
Lysosomal alpha-mannosidase,,Q8VHC8,,,,Cavia porcellus,10141,
Lysosomal alpha-mannosidase,,Q60HE9,,,,Macaca fascicularis,9541,
Lysosomal alpha-mannosidase,,Q29451,"[""1O7D""]",,,Bos taurus,9913,
Lysosomal alpha-mannosidase,,O00754,,,,Homo sapiens,9606,
Lysosomal alpha-mannosidase,,P34098,,,,Dictyostelium discoideum,44689,
Lysosomal alpha-mannosidase,,O46432,,,,Felis catus,9685,
M1-1 protoxin,,P01546,,,,Saccharomyces cerevisiae killer virus M1,12450,
Macrophage mannose receptor 1,,P22897,"[""1EGG"",""1EGI"",""5XTS"",""5XTW"",""6INN"",""6INO"",""6INU"",""6INV"",""6IOE"",""7JUB"",""7JUC"",""7JUD"",""7JUE"",""7JUF"",""7JUG"",""7JUH"",""7L61"",""7L62"",""7L63"",""7L64"",""7L65"",""7L66"",""7L67"",""7L68""]",,,Homo sapiens,9606,
Macrophage mannose receptor 1,,Q61830,"[""1DQG"",""1DQO"",""1FWU"",""1FWV""]",,,Mus musculus,10090,
Main hemagglutinin component type C,,P0DPR0,"[""1QXM"",""3AH1"",""3AH2"",""3AH4"",""3AJ5"",""3AJ6""]",,,Clostridium botulinum C phage,12336,
Main hemagglutinin component type D,,P0DPR1,"[""2E4M""]",,,Clostridium botulinum D phage,29342,
Major capsid protein,,G8FL04,"[""4P12"",""4P1V"",""4P25"",""4P26"",""4P2N"",""4P3I"",""6OU9""]",,,Norovirus Hu/GI.7/TCH-060/USA/2003,1097017,
Major capsid protein,,R4I4P2,"[""4OOV"",""4OPS"",""4OPV"",""4X05"",""6N81"",""6N8D""]",,,Norovirus Hu/GII.4/Farmington Hills/2004/USA,1182143,
Major capsid protein VP1,,P03087,"[""1SVA"",""3BWQ"",""3BWR""]",,,Simian virus 40,1891767,
Major capsid protein VP1,,A5HBD5,"[""3S7X""]",,,WU polyomavirus,440266,
Major capsid protein VP1,,P03088,"[""4MJ0"",""4MJ1"",""5FUA"",""6ESB"",""6GG0""]",,,BK polyomavirus,1891762,
Major capsid protein VP1,,P04010,"[""4MBX"",""4MBY"",""4MBZ""]",,,B-lymphotropic polyomavirus,332091,
Major capsid protein VP1,,P03089,"[""3NXD"",""3NXG"",""4JCD"",""4JCE"",""4JCF"",""4WDY"",""4WDZ"",""4WE0"",""4X14"",""4X15"",""4X16"",""4X17""]",,,JC polyomavirus,10632,
Major capsid protein VP1,,P0DOI3,"[""3S7V""]",,,KI polyomavirus (isolate Stockholm 60),423446,
Major capsid protein VP1 (Fragment),,A0A0D6CBA8,"[""5ZV9"",""5ZVC""]",,,Norovirus Hu/GII.13/10N4598/2010/NP,1313163,
Major microneme antigen,,Q08668,,,,Sarcocystis muris,5813,
Malectin,,Q14165,"[""6S7T""]",,,Homo sapiens,9606,
Malectin,,A9C3P0,,,,Danio rerio,7955,
Malectin,,Q5FVQ4,,,,Rattus norvegicus,10116,
Malectin,,Q6ZQI3,,,,Mus musculus,10090,
Malectin-A,,Q6INX3,"[""2JWP"",""2K46"",""2KR2""]",,,Xenopus laevis,8355,
Malectin-B,,Q8AVF4,,,,Xenopus laevis,8355,
Maltase-glucoamylase,,O43451,"[""2QLY"",""2QMJ"",""3CTT"",""3L4T"",""3L4U"",""3L4V"",""3L4W"",""3L4X"",""3L4Y"",""3L4Z"",""3TON"",""3TOP""]",,,Homo sapiens,9606,
Maltose epimerase,,Q03PA4,,,,Levilactobacillus brevis (strain ATCC 367 / BCRC 12310 / CIP 105137 / JCM 1170 / LMG 11437 / NCIMB 947 / NCTC 947),387344,
Maltose phosphorylase,,E6ENP7,,,,Enterococcus faecalis (strain TX4000 / JH2-2),749493,
Maltose phosphorylase,,O06993,,,,Bacillus subtilis (strain 168),224308,
"Mannan endo-1,4-beta-mannosidase",,P49425,,,,Rhodothermus marinus (strain ATCC 43812 / DSM 4252 / R-10),518766,
"Mannan endo-1,4-beta-mannosidase",,G2Q4H7,,,,Myceliophthora thermophila (strain ATCC 42464 / BCRC 31852 / DSM 1799),573729,
"Mannan endo-1,4-beta-mannosidase A",,P55296,,,,Piromyces sp.,45796,
"Mannan endo-1,4-beta-mannosidase B",,P55297,,,,Piromyces sp.,45796,
"Mannan endo-1,4-beta-mannosidase C",,P55298,,,,Piromyces sp.,45796,
Mannose recognizing lectin,,I7H471,"[""4PDT"",""4TKC""]",,,Marasmius oreades,181124,
Mannose-binding lectin,"[""MornigaM""]",Q8LGR3,"[""1XXQ"",""1XXR""]","[""LfDB0154""]","[""Glc"",""Man""]",Morus nigra,85232,
Mannose-binding lectin,,A0QYH7,"[""4OIT"",""4OIZ"",""4OKC""]",,,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155),246196,
Mannose-binding protein A,,P19999,"[""1AFA"",""1AFB"",""1AFD"",""1BCH"",""1BCJ"",""1BUU"",""1FIF"",""1FIH"",""1KMB"",""1KWT"",""1KWU"",""1KWV"",""1KWW"",""1KWX"",""1KWY"",""1KWZ"",""1KX0"",""1KX1"",""1MSB"",""1RTM"",""1YTT"",""2KMB"",""2MSB"",""3KMB"",""4KMB""]",,,Rattus norvegicus,10116,"[""5397""]"
Mannose-binding protein C,,Q66S60,,,,Gorilla gorilla gorilla,9595,
Mannose-binding protein C,,P08661,"[""1BV4"",""1KZA"",""1KZB"",""1KZC"",""1KZD"",""1KZE"",""1RDI"",""1RDJ"",""1RDK"",""1RDL"",""1RDM"",""1RDN"",""1RDO""]",,,Rattus norvegicus,10116,
Mannose-binding protein C,,P11226,"[""1HUP""]",,,Homo sapiens,9606,"[""1641""]"
Mannose-specific lectin,"[""GNA"",""GNL""]",P30617,"[""1JPC"",""1MSA"",""1NIV""]","[""LfDB0206""]","[""Man""]",Galanthus nivalis,4670,
Mannose-specific lectin 1,,Q39487,"[""5J76"",""5T1X"",""5T20""]",,,Colocasia esculenta,4460,
Mannose-specific lectin 1,,B5LYJ9,"[""3R0E""]",,,Remusatia vivipara,189456,
Mannose-specific lectin 3,,P86626,"[""3MEZ""]",,,Crocus vernus,87752,
Mannose-specific lectin CEA,,R9RL27,"[""5D5G"",""5D9Z""]",,,Colocasia esculenta,4460,
Mannose-specific lectin KM+,"[""Artocarpin""]",Q7M1T4,"[""1J4S"",""1J4T"",""1J4U"",""1VBO"",""1VBP"",""4AKD""]","[""LfDB0294""]","[""Glc"",""Man""]",Artocarpus integer,3490,
Mannose/glucose-specific lectin,,C0HJX1,"[""5EYX"",""5EYY""]",,,Centrolobium tomentosum,500182,
Mannose/glucose-specific lectin (Fragment),,P83304,"[""1ZGR"",""1ZGS""]",,,Parkia platycephala,185447,
Mannose/glucose-specific lectin Cramoll (Fragments),,P83721,"[""1MVQ""]",,,Cratylia mollis,252530,
Mannose/glucose-specific lectin alpha 1 chain,,P12306,"[""1LOA"",""1LOB"",""1LOC"",""1LOD"",""1LOE"",""1LOF"",""1LOG""]",,,Lathyrus ochrus,3858,
Mannosylglycerate hydrolase,,P54746,,,,Escherichia coli (strain K12),83333,
Micronemal protein 1,,O00834,"[""2BVB"",""2JH1"",""2JH7"",""2JHD"",""2K2S"",""3F53"",""3F5A"",""3F5E""]",,,Toxoplasma gondii,5811,
Micronemal protein 4,,Q9XZH7,"[""2LL3"",""2LL4"",""4A5V""]",,,Toxoplasma gondii,5811,
Microneme antigen,,Q26539,,,,Sarcocystis muris,5813,
Microneme antigen L2,,P81860,"[""2YIL"",""2YIO"",""2YIP""]",,,Sarcocystis muris,5813,
Mitogenic lectin alpha chain,,P16350,,,,Vicia sativa,3908,
Myelin-associated glycoprotein,,P20916,,,,Homo sapiens,9606,
Myelin-associated glycoprotein,,P07722,,,,Rattus norvegicus,10116,
Myelin-associated glycoprotein,,P20917,"[""5LF5"",""5LFR"",""5LFU"",""5LFV"",""6GZJ"",""6GZL""]",,,Mus musculus,10090,
Myeloid cell surface antigen CD33,,Q63994,,,,Mus musculus,10090,
Myeloid cell surface antigen CD33,,P20138,"[""5IHB"",""5J06"",""5J0B"",""6D48"",""6D49"",""6D4A"",""6TL8"",""7AW6""]",,,Homo sapiens,9606,
Myotoxin TmC4-47.2 (Fragment),,P69438,,,,Thalassophryne maculosa,313355,
Myotoxin inhibitor protein (Fragment),,P81077,,,,Bothrops asper,8722,
Myrosinase-binding protein 1,,O65187,,,,Arabidopsis thaliana,3702,
Myrosinase-binding protein 1,,Q9SAV0,,,,Arabidopsis thaliana,3702,
Myrosinase-binding protein 2,,Q9SAV1,,,,Arabidopsis thaliana,3702,
Myrosinase-binding protein 2,,Q9M5W9,,,,Arabidopsis thaliana,3702,
Myxobacterial hemagglutinin,,P07386,"[""4FBR"",""4FBV""]",,,Myxococcus xanthus,34,
"N,N'-diacetylchitobiose phosphorylase",,Q76IQ9,"[""1V7V"",""1V7W"",""1V7X""]",,,Vibrio proteolyticus,671,
"N,N'-diacetylchitobiose phosphorylase",,Q9F8X1,,,,Vibrio furnissii,29494,
N-acetyl-D-galactosamine-binding lectin subunit A (Fragment),,P36230,,,,Iris hollandica,35876,
N-acetyl-D-galactosamine-binding lectin subunit B (Fragment),,P36231,,,,Iris hollandica,35876,
N-acetylgalactosaminyltransferase 4,,Q8IA42,,,,Drosophila melanogaster,7227,
N-acetylgalactosaminyltransferase 6,,Q6WV16,,,,Drosophila melanogaster,7227,
N-acetylgalactosaminyltransferase 7,,Q8MV48,,,,Drosophila melanogaster,7227,
N-acetylgalactosaminyltransferase 7,,Q80VA0,,,,Mus musculus,10090,
N-acetylgalactosaminyltransferase 7,,Q86SF2,"[""6IWQ"",""6IWR""]",,,Homo sapiens,9606,
N-acetylgalactosaminyltransferase 7,,Q9R0C5,,,,Rattus norvegicus,10116,
N-acetylgalactosaminyltransferase 7,,Q5RFJ6,,,,Pongo abelii,9601,
N-acetylglucosamine-specific lectin,,A0A2Z6G7U3,"[""6A7S"",""6A7T"",""6M5M""]",,,Saxidomus purpurata,311201,
N-acetylglucosamine-specific lectin,,A0A2Z6G7U6,"[""6A7T"",""6M5M""]",,,Saxidomus purpurata,311201,
NKG2-A/NKG2-B type II integral membrane protein,,P26715,"[""2RMX"",""2YU7"",""3BDW"",""3CDG"",""3CII""]",,,Homo sapiens,9606,
NKG2-A/NKG2-B type II integral membrane protein,,Q9MZJ3,,,,Macaca mulatta,9544,
NKG2-A/NKG2-B type II integral membrane protein,,Q95MI5,,,,Pan troglodytes,9598,
NKG2-C type II integral membrane protein,,Q9MZK6,,,,Macaca mulatta,9544,
NKG2-C type II integral membrane protein,,Q9GME8,,,,Pan troglodytes,9598,
NKG2-C type II integral membrane protein,,P26717,"[""2L35""]",,,Homo sapiens,9606,
NKG2-D type II integral membrane protein,,O54709,"[""1HQ8"",""4PP8""]",,,Mus musculus,10090,
NKG2-D type II integral membrane protein,,Q9MZJ7,,,,Macaca mulatta,9544,
NKG2-D type II integral membrane protein,,P26718,"[""1HYR"",""1KCG"",""1MPU"",""4PDC"",""4S0U""]",,,Homo sapiens,9606,
NKG2-D type II integral membrane protein,,Q9MZ37,,,,Pan troglodytes,9598,
NKG2-D type II integral membrane protein,,O70215,,,,Rattus norvegicus,10116,
NKG2-D type II integral membrane protein,,Q9GLF5,,,,Sus scrofa,9823,
NKG2-D type II integral membrane protein,,Q8MJH1,,,,Pongo pygmaeus,9600,
NKG2-D type II integral membrane protein,,P61252,,,,Macaca fascicularis,9541,
NKG2-E type II integral membrane protein,,Q07444,,,,Homo sapiens,9606,
NKG2-E type II integral membrane protein,,Q95MI4,,,,Pan troglodytes,9598,
Natural killer cells antigen CD94,,O35778,,,,Rattus norvegicus,10116,
Natural killer cells antigen CD94,,Q863H3,,,,Bos taurus,9913,
Natural killer cells antigen CD94,,Q38HS3,,,,Canis lupus familiaris,9615,
Natural killer cells antigen CD94,,Q13241,"[""1B6E"",""3BDW"",""3CDG"",""3CII""]",,,Homo sapiens,9606,
Natural killer cells antigen CD94,,Q9MZK9,,,,Macaca mulatta,9544,
Natural killer cells antigen CD94,,Q9MZ41,,,,Pan troglodytes,9598,
Natural killer cells antigen CD94,,O54707,,,,Mus musculus,10090,
Natural killer cells antigen CD94,,Q8MHY9,,,,Pongo pygmaeus,9600,
Nectin-1,,Q9JKF6,"[""2L7J"",""5B21""]",,,Mus musculus,10090,
Nectin-1,,Q15223,"[""3ALP"",""3SKU"",""3U82"",""3U83"",""4FMF"",""4MYW""]",,,Homo sapiens,9606,
Neurocan core protein,,P55066,,,,Mus musculus,10090,
Neurocan core protein,,P55067,,,,Rattus norvegicus,10116,
Neurocan core protein,,Q5IS41,,,,Pan troglodytes,9598,
Neurocan core protein,,O14594,,,,Homo sapiens,9606,
Neuronal cell adhesion molecule,,P35331,,,,Gallus gallus,9031,
Neuronal pentraxin-2,,P97738,,,,Rattus norvegicus,10116,
Neuronal pentraxin-2,,P47972,,,,Homo sapiens,9606,
Neuronal pentraxin-2,,O70340,,,,Mus musculus,10090,
Neurotoxin,,Q9LBR1,"[""3AZV"",""3AZW"",""3N7L"",""3N7M"",""4FVV"",""4ISQ"",""4ISR""]",,,Clostridium botulinum,1491,
Neutral alpha-glucosidase AB,,P79403,,,,Sus scrofa,9823,
Neutral alpha-glucosidase AB,,Q4R4N7,,,,Macaca fascicularis,9541,
